,Location,Type,Amount,Year
7243,Kingussie High School,Oil kWh,20041.9999999919,2017/18
7244,Kingussie High School,Propane kWh,0.0,2017/18
7245,Kingussie High School,Water m3,1850.9999999824,2017/18
7246,Kingussie Primary School,Biomass kWh,405109.9999999884,2017/18
7247,Kingussie Primary School,Electric kWh,96192.9999999668,2017/18
7248,Kingussie Primary School,Gas kWh,0.0,2017/18
7249,Kingussie Primary School,Oil kWh,0.0,2017/18
7250,Kingussie Primary School,Propane kWh,0.0,2017/18
7251,Kingussie Primary School,Water m3,1203.3448275699,2017/18
7252,Kinlochbervie High School,Biomass kWh,476689.9999999895,2017/18
7253,Kinlochbervie High School,Electric kWh,203141.1920523042,2017/18
7254,Kinlochbervie High School,Gas kWh,0.0,2017/18
7255,Kinlochbervie High School,Oil kWh,0.0,2017/18
7256,Kinlochbervie High School,Propane kWh,0.0,2017/18
7257,Kinlochbervie High School,Water m3,-9729.7241379485,2017/18
7258,Kinlochewe Primary School,Biomass kWh,0.0,2017/18
7259,Kinlochewe Primary School,Electric kWh,49209.9999999767,2017/18
7260,Kinlochewe Primary School,Gas kWh,0.0,2017/18
7261,Kinlochewe Primary School,Oil kWh,0.0,2017/18
7262,Kinlochewe Primary School,Propane kWh,0.0,2017/18
7263,Kinlochewe Primary School,Water m3,62.9999999837,2017/18
7264,Kinmylies Primary School,Biomass kWh,0.0,2017/18
7265,Kinmylies Primary School,Electric kWh,69860.9999999621,2017/18
7266,Kinmylies Primary School,Gas kWh,66138.2899999818,2017/18
7267,Kinmylies Primary School,Oil kWh,0.0,2017/18
7268,Kinmylies Primary School,Propane kWh,0.0,2017/18
7269,Kinmylies Primary School,Water m3,200.0689654975,2017/18
7270,Kirkhill Primary School,Biomass kWh,173559.9999999848,2017/18
7271,Kirkhill Primary School,Electric kWh,46196.9999999582,2017/18
7272,Kirkhill Primary School,Gas kWh,0.0,2017/18
7273,Kirkhill Primary School,Oil kWh,0.0,2017/18
7274,Kirkhill Primary School,Propane kWh,0.0,2017/18
7275,Kirkhill Primary School,Water m3,728.9999999882,2017/18
7276,Knockbreck Primary School (Skye),Biomass kWh,0.0,2017/18
7277,Knockbreck Primary School (Skye),Electric kWh,37689.9999999718,2017/18
7278,Knockbreck Primary School (Skye),Gas kWh,0.0,2017/18
7279,Knockbreck Primary School (Skye),Oil kWh,0.0,2017/18
7280,Knockbreck Primary School (Skye),Propane kWh,0.0,2017/18
7281,Knockbreck Primary School (Skye),Water m3,71.9999999766,2017/18
7282,Knockbreck Primary School (Tain),Biomass kWh,0.0,2017/18
7283,Knockbreck Primary School (Tain),Electric kWh,170368.9999999542,2017/18
7284,Knockbreck Primary School (Tain),Gas kWh,0.0,2017/18
7285,Knockbreck Primary School (Tain),Oil kWh,0.0,2017/18
7286,Knockbreck Primary School (Tain),Propane kWh,0.0,2017/18
7287,Knockbreck Primary School (Tain),Water m3,587.9999999857,2017/18
7288,Kyle Primary School,Biomass kWh,0.0,2017/18
7289,Kyle Primary School,Electric kWh,90522.9999999834,2017/18
7290,Kyle Primary School,Gas kWh,0.0,2017/18
7291,Kyle Primary School,Oil kWh,0.0,2017/18
7292,Kyle Primary School,Propane kWh,0.0,2017/18
7293,Kyle Primary School,Water m3,338.2413792991,2017/18
7294,Kyle Schoolhouse,Biomass kWh,0.0,2017/18
7295,Kyle Schoolhouse,Electric kWh,0.0,2017/18
7296,Kyle Schoolhouse,Gas kWh,0.0,2017/18
7297,Kyle Schoolhouse,Oil kWh,0.0,2017/18
7298,Kyle Schoolhouse,Propane kWh,0.0,2017/18
7299,Kyle Schoolhouse,Water m3,0.0,2017/18
7300,Kyleakin Primary School,Biomass kWh,0.0,2017/18
7301,Kyleakin Primary School,Electric kWh,88657.9999999885,2017/18
7302,Kyleakin Primary School,Gas kWh,0.0,2017/18
7303,Kyleakin Primary School,Oil kWh,0.0,2017/18
7304,Kyleakin Primary School,Propane kWh,0.0,2017/18
7305,Kyleakin Primary School,Water m3,149.9999999769,2017/18
7306,Lady Lovat Primary School,Biomass kWh,0.0,2017/18
7307,Lady Lovat Primary School,Electric kWh,39057.9999999581,2017/18
7308,Lady Lovat Primary School,Gas kWh,0.0,2017/18
7309,Lady Lovat Primary School,Oil kWh,0.0,2017/18
7310,Lady Lovat Primary School,Propane kWh,0.0,2017/18
7311,Lady Lovat Primary School,Water m3,0.0,2017/18
7312,Lairg Primary School,Biomass kWh,9789.9999999836,2017/18
7313,Lairg Primary School,Electric kWh,35521.9999999946,2017/18
7314,Lairg Primary School,Gas kWh,0.0,2017/18
7315,Lairg Primary School,Oil kWh,24951.6472868094,2017/18
7316,Lairg Primary School,Propane kWh,0.0,2017/18
7317,Lairg Primary School,Water m3,1290.9999999835,2017/18
7318,Loch Duich Primary School,Biomass kWh,0.0,2017/18
7319,Loch Duich Primary School,Electric kWh,76155.9999999639,2017/18
7320,Loch Duich Primary School,Gas kWh,0.0,2017/18
7321,Loch Duich Primary School,Oil kWh,0.0,2017/18
7322,Loch Duich Primary School,Propane kWh,0.0,2017/18
7323,Loch Duich Primary School,Water m3,1344.9999999492,2017/18
7324,Lochaber High School,Biomass kWh,1902299.9999999923,2017/18
7325,Lochaber High School,Electric kWh,913332.9999999774,2017/18
7326,Lochaber High School,Gas kWh,0.0,2017/18
7327,Lochaber High School,Oil kWh,64266.8181817959,2017/18
7328,Lochaber High School,Propane kWh,0.0,2017/18
7329,Lochaber High School,Water m3,8952.9999999509,2017/18
7330,Lochaline Primary School,Biomass kWh,90209.9999999855,2017/18
7331,Lochaline Primary School,Electric kWh,43182.999999967,2017/18
7332,Lochaline Primary School,Gas kWh,0.0,2017/18
7333,Lochaline Primary School,Oil kWh,0.0,2017/18
7334,Lochaline Primary School,Propane kWh,0.0,2017/18
7335,Lochaline Primary School,Water m3,206.999999983,2017/18
7336,Lochardil Primary School,Biomass kWh,0.0,2017/18
7337,Lochardil Primary School,Electric kWh,131591.1999999583,2017/18
7338,Lochardil Primary School,Gas kWh,0.0,2017/18
7339,Lochardil Primary School,Oil kWh,34521.0309844847,2017/18
7340,Lochardil Primary School,Propane kWh,0.0,2017/18
7341,Lochardil Primary School,Water m3,1210.9999999854,2017/18
7342,Lochcarron Primary School,Biomass kWh,63169.9999999858,2017/18
7343,Lochcarron Primary School,Electric kWh,76258.199999956,2017/18
7344,Lochcarron Primary School,Gas kWh,0.0,2017/18
7345,Lochcarron Primary School,Oil kWh,0.0,2017/18
7346,Lochcarron Primary School,Propane kWh,0.0,2017/18
7347,Lochcarron Primary School,Water m3,733.9999999779,2017/18
7348,Lochinver Primary School,Biomass kWh,0.0,2017/18
7349,Lochinver Primary School,Electric kWh,28780.9999999909,2017/18
7350,Lochinver Primary School,Gas kWh,0.0,2017/18
7351,Lochinver Primary School,Oil kWh,18574.6606334732,2017/18
7352,Lochinver Primary School,Propane kWh,0.0,2017/18
7353,Lochinver Primary School,Water m3,1157.9999999953,2017/18
7354,Lochyside RC Primary School,Biomass kWh,0.0,2017/18
7355,Lochyside RC Primary School,Electric kWh,2690.9999999981,2017/18
7356,Lochyside RC Primary School,Gas kWh,0.0,2017/18
7357,Lochyside RC Primary School,Oil kWh,0.0,2017/18
7358,Lochyside RC Primary School,Propane kWh,0.0,2017/18
7359,Lochyside RC Primary School,Water m3,0.0,2017/18
7360,Lundavra Primary School,Biomass kWh,454239.9999999916,2017/18
7361,Lundavra Primary School,Electric kWh,165039.9999999833,2017/18
7362,Lundavra Primary School,Gas kWh,0.0,2017/18
7363,Lundavra Primary School,Oil kWh,0.0,2017/18
7364,Lundavra Primary School,Propane kWh,0.0,2017/18
7365,Lundavra Primary School,Water m3,968.9999999864,2017/18
7366,Lybster Primary School,Biomass kWh,378079.999999983,2017/18
7367,Lybster Primary School,Electric kWh,73523.9999999838,2017/18
7368,Lybster Primary School,Gas kWh,0.0,2017/18
7369,Lybster Primary School,Oil kWh,1324.8638838345,2017/18
7370,Lybster Primary School,Propane kWh,0.0,2017/18
7371,Lybster Primary School,Water m3,753.9999999742,2017/18
7372,MacDiarmid Primary School,Biomass kWh,0.0,2017/18
7373,MacDiarmid Primary School,Electric kWh,58318.7999999701,2017/18
7374,MacDiarmid Primary School,Gas kWh,0.0,2017/18
7375,MacDiarmid Primary School,Oil kWh,0.0,2017/18
7376,MacDiarmid Primary School,Propane kWh,0.0,2017/18
7377,MacDiarmid Primary School,Water m3,0.0,2017/18
7378,Mallaig High School,Biomass kWh,0.0,2017/18
7379,Mallaig High School,Electric kWh,329679.9999999822,2017/18
7380,Mallaig High School,Gas kWh,0.0,2017/18
7381,Mallaig High School,Oil kWh,0.0,2017/18
7382,Mallaig High School,Propane kWh,0.0,2017/18
7383,Mallaig High School,Water m3,2537.999999978,2017/18
7384,Mallaig High School Residences,Biomass kWh,0.0,2017/18
7385,Mallaig High School Residences,Electric kWh,138289.9999999917,2017/18
7386,Mallaig High School Residences,Gas kWh,0.0,2017/18
7387,Mallaig High School Residences,Oil kWh,0.0,2017/18
7388,Mallaig High School Residences,Propane kWh,0.0,2017/18
7389,Mallaig High School Residences,Water m3,0.0,2017/18
7390,Mallaig Primary School,Biomass kWh,0.0,2017/18
7391,Mallaig Primary School,Electric kWh,48106.9999999901,2017/18
7392,Mallaig Primary School,Gas kWh,0.0,2017/18
7393,Mallaig Primary School,Oil kWh,0.0,2017/18
7394,Mallaig Primary School,Propane kWh,20141.5083056412,2017/18
7395,Mallaig Primary School,Water m3,732.9999999825,2017/18
7396,Marybank Primary School,Biomass kWh,0.0,2017/18
7397,Marybank Primary School,Electric kWh,119103.9999999873,2017/18
7398,Marybank Primary School,Gas kWh,0.0,2017/18
7399,Marybank Primary School,Oil kWh,0.0,2017/18
7400,Marybank Primary School,Propane kWh,0.0,2017/18
7401,Marybank Primary School,Water m3,235.9999999886,2017/18
7402,Melvich Primary School,Biomass kWh,0.0,2017/18
7403,Melvich Primary School,Electric kWh,21753.9999999887,2017/18
7404,Melvich Primary School,Gas kWh,0.0,2017/18
7405,Melvich Primary School,Oil kWh,11808.0357142769,2017/18
7406,Melvich Primary School,Propane kWh,0.0,2017/18
7407,Melvich Primary School,Water m3,207.999999988,2017/18
7408,Merkinch Nursery School,Biomass kWh,0.0,2017/18
7409,Merkinch Nursery School,Electric kWh,17032.8999999815,2017/18
7410,Merkinch Nursery School,Gas kWh,78719.3499999852,2017/18
7411,Merkinch Nursery School,Oil kWh,0.0,2017/18
7412,Merkinch Nursery School,Propane kWh,0.0,2017/18
7413,Merkinch Nursery School,Water m3,408.9999999732,2017/18
7414,Merkinch Primary School,Biomass kWh,0.0,2017/18
7415,Merkinch Primary School,Electric kWh,129419.9999999848,2017/18
7416,Merkinch Primary School,Gas kWh,798121.5599999874,2017/18
7417,Merkinch Primary School,Oil kWh,0.0,2017/18
7418,Merkinch Primary School,Propane kWh,0.0,2017/18
7419,Merkinch Primary School,Water m3,1843.9999999908,2017/18
7420,Millbank Dental / Nurture Unit,Biomass kWh,0.0,2017/18
7421,Millbank Dental / Nurture Unit,Electric kWh,25236.9999999875,2017/18
7422,Millbank Dental / Nurture Unit,Gas kWh,0.0,2017/18
7423,Millbank Dental / Nurture Unit,Oil kWh,0.0,2017/18
7424,Millbank Dental / Nurture Unit,Propane kWh,0.0,2017/18
7425,Millbank Dental / Nurture Unit,Water m3,0.0,2017/18
7426,Millbank Park Boating Shed,Biomass kWh,0.0,2017/18
7427,Millbank Park Boating Shed,Electric kWh,8209.9999999868,2017/18
7428,Millbank Park Boating Shed,Gas kWh,0.0,2017/18
7429,Millbank Park Boating Shed,Oil kWh,0.0,2017/18
7430,Millbank Park Boating Shed,Propane kWh,0.0,2017/18
7431,Millbank Park Boating Shed,Water m3,0.0,2017/18
7432,Millbank Primary School,Biomass kWh,0.0,2017/18
7433,Millbank Primary School,Electric kWh,219870.9118279256,2017/18
7434,Millbank Primary School,Gas kWh,67465.4999999783,2017/18
7435,Millbank Primary School,Oil kWh,30549.9772727148,2017/18
7436,Millbank Primary School,Propane kWh,0.0,2017/18
7437,Millbank Primary School,Water m3,7327.9999999861,2017/18
7438,Millburn Academy Recreation Pavillion,Biomass kWh,0.0,2017/18
7439,Millburn Academy Recreation Pavillion,Electric kWh,0.0,2017/18
7440,Millburn Academy Recreation Pavillion,Gas kWh,27210.3699999837,2017/18
7441,Millburn Academy Recreation Pavillion,Oil kWh,0.0,2017/18
7442,Millburn Academy Recreation Pavillion,Propane kWh,0.0,2017/18
7443,Millburn Academy Recreation Pavillion,Water m3,0.0,2017/18
7444,Miller Academy Primary School,Biomass kWh,181509.9999999785,2017/18
7445,Miller Academy Primary School,Electric kWh,324588.9999999481,2017/18
7446,Miller Academy Primary School,Gas kWh,20780.5999999839,2017/18
7447,Miller Academy Primary School,Oil kWh,4650.1901140638,2017/18
7448,Miller Academy Primary School,Propane kWh,0.0,2017/18
7449,Miller Academy Primary School,Water m3,0.0,2017/18
7450,Milton Of Leys Primary School,Biomass kWh,361259.9999999877,2017/18
7451,Milton Of Leys Primary School,Electric kWh,169100.9999999857,2017/18
7452,Milton Of Leys Primary School,Gas kWh,0.0,2017/18
7453,Milton Of Leys Primary School,Oil kWh,0.0,2017/18
7454,Milton Of Leys Primary School,Propane kWh,0.0,2017/18
7455,Milton Of Leys Primary School,Water m3,214.9999999856,2017/18
7456,Milton Primary School,Biomass kWh,141729.9999999837,2017/18
7457,Milton Primary School,Electric kWh,61058.9999999828,2017/18
7458,Milton Primary School,Gas kWh,0.0,2017/18
7459,Milton Primary School,Oil kWh,0.0,2017/18
7460,Milton Primary School,Propane kWh,0.0,2017/18
7461,Milton Primary School,Water m3,785.9999999848,2017/18
7462,Mount Pleasant Primary School,Biomass kWh,0.0,2017/18
7463,Mount Pleasant Primary School,Electric kWh,60903.999999958,2017/18
7464,Mount Pleasant Primary School,Gas kWh,0.0,2017/18
7465,Mount Pleasant Primary School,Oil kWh,35099.9999999852,2017/18
7466,Mount Pleasant Primary School,Propane kWh,0.0,2017/18
7467,Mount Pleasant Primary School,Water m3,1837.8275861939,2017/18
7468,Muirtown Primary School,Biomass kWh,0.0,2017/18
7469,Muirtown Primary School,Electric kWh,125587.7999999816,2017/18
7470,Muirtown Primary School,Gas kWh,465638.2199999839,2017/18
7471,Muirtown Primary School,Oil kWh,0.0,2017/18
7472,Muirtown Primary School,Propane kWh,0.0,2017/18
7473,Muirtown Primary School,Water m3,2180.9310344413,2017/18
7474,Mulbuie Primary School,Biomass kWh,0.0,2017/18
7475,Mulbuie Primary School,Electric kWh,43548.999999982,2017/18
7476,Mulbuie Primary School,Gas kWh,0.0,2017/18
7477,Mulbuie Primary School,Oil kWh,5889.4093959543,2017/18
7478,Mulbuie Primary School,Propane kWh,0.0,2017/18
7479,Mulbuie Primary School,Water m3,196.9999999824,2017/18
7480,Munlochy Primary School,Biomass kWh,0.0,2017/18
7481,Munlochy Primary School,Electric kWh,66018.9999999753,2017/18
7482,Munlochy Primary School,Gas kWh,0.0,2017/18
7483,Munlochy Primary School,Oil kWh,3375.1552617265,2017/18
7484,Munlochy Primary School,Propane kWh,0.0,2017/18
7485,Munlochy Primary School,Water m3,524.9999999769,2017/18
7486,Munlochy Schoolhouse,Biomass kWh,0.0,2017/18
7487,Munlochy Schoolhouse,Electric kWh,19823.9999999829,2017/18
7488,Munlochy Schoolhouse,Gas kWh,0.0,2017/18
7489,Munlochy Schoolhouse,Oil kWh,0.0,2017/18
7490,Munlochy Schoolhouse,Propane kWh,0.0,2017/18
7491,Munlochy Schoolhouse,Water m3,0.0,2017/18
7492,Nairn Academy,Biomass kWh,0.0,2017/18
7493,Nairn Academy,Electric kWh,466753.5999999651,2017/18
7494,Nairn Academy,Gas kWh,2100746.629999957,2017/18
7495,Nairn Academy,Oil kWh,0.0,2017/18
7496,Nairn Academy,Propane kWh,0.0,2017/18
7497,Nairn Academy,Water m3,1616.2068965106,2017/18
7498,Ness House,Biomass kWh,0.0,2017/18
7499,Ness House,Electric kWh,17598.9999999883,2017/18
7500,Ness House,Gas kWh,0.0,2017/18
7501,Ness House,Oil kWh,0.0,2017/18
7502,Ness House,Propane kWh,0.0,2017/18
7503,Ness House,Water m3,0.0,2017/18
7504,Newmore Primary School,Biomass kWh,0.0,2017/18
7505,Newmore Primary School,Electric kWh,80801.9999999845,2017/18
7506,Newmore Primary School,Gas kWh,0.0,2017/18
7507,Newmore Primary School,Oil kWh,0.0,2017/18
7508,Newmore Primary School,Propane kWh,0.0,2017/18
7509,Newmore Primary School,Water m3,236.9999999838,2017/18
7510,Newtonmore Primary School,Biomass kWh,0.0,2017/18
7511,Newtonmore Primary School,Electric kWh,75823.9999999694,2017/18
7512,Newtonmore Primary School,Gas kWh,0.0,2017/18
7513,Newtonmore Primary School,Oil kWh,0.0,2017/18
7514,Newtonmore Primary School,Propane kWh,0.0,2017/18
7515,Newtonmore Primary School,Water m3,459.9999999864,2017/18
7516,North Kessock Primary School,Biomass kWh,169361.9999999814,2017/18
7517,North Kessock Primary School,Electric kWh,85889.9999999683,2017/18
7518,North Kessock Primary School,Gas kWh,0.0,2017/18
7519,North Kessock Primary School,Oil kWh,0.0,2017/18
7520,North Kessock Primary School,Propane kWh,0.0,2017/18
7521,North Kessock Primary School,Water m3,1184.9999999836,2017/18
7522,Noss Primary School,Biomass kWh,672499.999999982,2017/18
7523,Noss Primary School,Electric kWh,175910.9999999863,2017/18
7524,Noss Primary School,Gas kWh,0.0,2017/18
7525,Noss Primary School,Oil kWh,0.0,2017/18
7526,Noss Primary School,Propane kWh,0.0,2017/18
7527,Noss Primary School,Water m3,0.0,2017/18
7528,Obsdale Primary School,Biomass kWh,328880.999999985,2017/18
7529,Obsdale Primary School,Electric kWh,46199.9999999876,2017/18
7530,Obsdale Primary School,Gas kWh,0.0,2017/18
7531,Obsdale Primary School,Oil kWh,0.0,2017/18
7532,Obsdale Primary School,Propane kWh,0.0,2017/18
7533,Obsdale Primary School,Water m3,1110.4137930885,2017/18
7534,Park Primary School,Biomass kWh,456849.9999999839,2017/18
7535,Park Primary School,Electric kWh,89187.999999984,2017/18
7536,Park Primary School,Gas kWh,0.0,2017/18
7537,Park Primary School,Oil kWh,14762.5401069447,2017/18
7538,Park Primary School,Propane kWh,0.0,2017/18
7539,Park Primary School,Water m3,1884.9999999792,2017/18
7540,Pefferside Park ,Biomass kWh,0.0,2017/18
7541,Pefferside Park ,Electric kWh,28413.9999999746,2017/18
7542,Pefferside Park ,Gas kWh,0.0,2017/18
7543,Pefferside Park ,Oil kWh,0.0,2017/18
7544,Pefferside Park ,Propane kWh,0.0,2017/18
7545,Pefferside Park ,Water m3,0.0,2017/18
7546,Pennyland Primary School,Biomass kWh,0.0,2017/18
7547,Pennyland Primary School,Electric kWh,215217.9999999591,2017/18
7548,Pennyland Primary School,Gas kWh,0.0,2017/18
7549,Pennyland Primary School,Oil kWh,0.0,2017/18
7550,Pennyland Primary School,Propane kWh,0.0,2017/18
7551,Pennyland Primary School,Water m3,861.7692307385,2017/18
7552,Peter Pan Playgroup,Biomass kWh,0.0,2017/18
7553,Peter Pan Playgroup,Electric kWh,1260.9999999925,2017/18
7554,Peter Pan Playgroup,Gas kWh,0.0,2017/18
7555,Peter Pan Playgroup,Oil kWh,0.0,2017/18
7556,Peter Pan Playgroup,Propane kWh,0.0,2017/18
7557,Peter Pan Playgroup,Water m3,0.0,2017/18
7558,Planefield Bowling Club,Biomass kWh,0.0,2017/18
7559,Planefield Bowling Club,Electric kWh,0.0,2017/18
7560,Planefield Bowling Club,Gas kWh,0.0,2017/18
7561,Planefield Bowling Club,Oil kWh,0.0,2017/18
7562,Planefield Bowling Club,Propane kWh,0.0,2017/18
7563,Planefield Bowling Club,Water m3,530.9999999712,2017/18
7564,Plockton High School,Biomass kWh,42299.9999999977,2017/18
7565,Plockton High School,Electric kWh,363034.0999999435,2017/18
7566,Plockton High School,Gas kWh,0.0,2017/18
7567,Plockton High School,Oil kWh,536011.6553691112,2017/18
7568,Plockton High School,Propane kWh,0.0,2017/18
7569,Plockton High School,Water m3,1671.2758620136,2017/18
7570,Plockton High School Hostel,Biomass kWh,0.0,2017/18
7571,Plockton High School Hostel,Electric kWh,80898.999999982,2017/18
7572,Plockton High School Hostel,Gas kWh,0.0,2017/18
7573,Plockton High School Hostel,Oil kWh,25625.274809147,2017/18
7574,Plockton High School Hostel,Propane kWh,0.0,2017/18
7575,Plockton High School Hostel,Water m3,0.0,2017/18
7576,Plockton Primary School,Biomass kWh,0.0,2017/18
7577,Plockton Primary School,Electric kWh,97299.9999999632,2017/18
7578,Plockton Primary School,Gas kWh,0.0,2017/18
7579,Plockton Primary School,Oil kWh,0.0,2017/18
7580,Plockton Primary School,Propane kWh,0.0,2017/18
7581,Plockton Primary School,Water m3,61.9999999918,2017/18
7582,Poolewe Nursery School,Biomass kWh,0.0,2017/18
7583,Poolewe Nursery School,Electric kWh,11656.9999999842,2017/18
7584,Poolewe Nursery School,Gas kWh,0.0,2017/18
7585,Poolewe Nursery School,Oil kWh,0.0,2017/18
7586,Poolewe Nursery School,Propane kWh,0.0,2017/18
7587,Poolewe Nursery School,Water m3,0.0,2017/18
7588,Poolewe Primary School,Biomass kWh,0.0,2017/18
7589,Poolewe Primary School,Electric kWh,56489.5999999623,2017/18
